,Book,Chapter,Verse,Original Text,Formatted Text
184,CHAPTER XIV,1.0,10.0," Arjuna. Oh, my Lord! Which be the signs to know him that hath gone Past the Three Modes? How liveth he? What way Leadeth him safe beyond the threefold Modes?", arjuna  oh  my lord  which be the signs to know him that hath gone past the three modes  how liveth he  what way leadeth him safe beyond the threefold modes 
185,CHAPTER XIV,1.0,11.0," Krishna. He who with equanimity surveys Lustre of goodness, strife of passion, sloth Of ignorance, not angry if they are, Not wishful when they are not: he who sits A sojourner and stranger in their midst Unruffled, standing off, saying--serene-- When troubles break, ""These be the Qualities!""", krishna  he who with equanimity surveys lustre of goodness  strife of passion  sloth of ignorance  not angry if they are  not wishful when they are not  he who sits a sojourner and stranger in their midst unruffled  standing off  saying  serene   when troubles break   these be the qualities  
186,CHAPTER XIV,1.0,12.0," He unto whom--self-centred--grief and joy Sound as one word; to whose deep-seeing eyes The clod, the marble, and the gold are one; Whose equal heart holds the same gentleness For lovely and unlovely things, firm-set, Well-pleased in praise and dispraise; satisfied With honour or dishonour; unto friends And unto foes alike in tolerance; Detached from undertakings,--he is named Surmounter of the Qualities!", he unto whom  self centred  grief and joy sound as one word  to whose deep seeing eyes the clod  the marble  and the gold are one  whose equal heart holds the same gentleness for lovely and unlovely things  firm set  well pleased in praise and dispraise  satisfied with honour or dishonour  unto friends and unto foes alike in tolerance  detached from undertakings   he is named surmounter of the qualities 
187,CHAPTER XIV,1.0,13.0," And such-- With single, fervent faith adoring Me, Passing beyond the Qualities, conforms To Brahma, and attains Me! For I am That whereof Brahma is the likeness! Mine The Amrit is; and Immortality Is mine; and mine perfect Felicity!", and such   with single  fervent faith adoring me  passing beyond the qualities  conforms to brahma  and attains me  for i am that whereof brahma is the likeness  mine the amrit is  and immortality is mine  and mine perfect felicity 
188,CHAPTER XV,1.0,1.0," Krishna. Men call the Aswattha,--the Banyan-tree,-- Which hath its boughs beneath, its roots above,-- The ever-holy tree. Yea! for its leaves Are green and waving hymns which whisper Truth! Who knows the Aswattha, knows Veds, and all. Its branches shoot to heaven and sink to earth, Even as the deeds of men, which take their birth From qualities: its silver sprays and blooms, And all the eager verdure of its girth, Leap to quick life at kiss of sun and air, As men's lives quicken to the temptings fair Of wooing sense: its hanging rootlets seek The soil beneath, helping to hold it there, As actions wrought amid this world of men Bind them by ever-tightening bonds again.", krishna  men call the aswattha   the banyan tree    which hath its boughs beneath  its roots above    the ever holy tree  yea  for its leaves are green and waving hymns which whisper truth  who knows the aswattha  knows veds  and all  its branches shoot to heaven and sink to earth  even as the deeds of men  which take their birth from qualities  its silver sprays and blooms  and all the eager verdure of its girth  leap to quick life at kiss of sun and air  as men s lives quicken to the temptings fair of wooing sense  its hanging rootlets seek the soil beneath  helping to hold it there  as actions wrought amid this world of men bind them by ever tightening bonds again 
189,CHAPTER XV,1.0,2.0," If ye knew well the teaching of the Tree, What its shape saith; and whence it springs; and, then How it must end, and all the ills of it, The axe of sharp Detachment ye would whet, And cleave the clinging snaky roots, and lay This Aswattha of sense-life low,--to set New growths upspringing to that happier sky,-- Which they who reach shall have no day to die, Nor fade away, nor fall--to Him, I mean, FATHER and FIRST, Who made the mystery Of old Creation; for to Him come they From passion and from dreams who break away;", if ye knew well the teaching of the tree  what its shape saith  and whence it springs  and  then how it must end  and all the ills of it  the axe of sharp detachment ye would whet  and cleave the clinging snaky roots  and lay this aswattha of sense life low   to set new growths upspringing to that happier sky    which they who reach shall have no day to die  nor fade away  nor fall  to him  i mean  father and first  who made the mystery of old creation  for to him come they from passion and from dreams who break away 
190,CHAPTER XV,1.0,3.0," Who part the bonds constraining them to flesh, And,--Him, the Highest, worshipping alway-- No longer grow at mercy of what breeze Of summer pleasure stirs the sleeping trees, What blast of tempest tears them, bough and stem To the eternal world pass such as these!", who part the bonds constraining them to flesh  and   him  the highest  worshipping alway   no longer grow at mercy of what breeze of summer pleasure stirs the sleeping trees  what blast of tempest tears them  bough and stem to the eternal world pass such as these 
191,CHAPTER XV,1.0,4.0," Another Sun gleams there! another Moon! Another Light,--not Dusk, nor Dawn, nor Noon-- Which they who once behold return no more; They have attained My rest, life's Utmost boon!", another sun gleams there  another moon  another light   not dusk  nor dawn  nor noon   which they who once behold return no more  they have attained my rest  life s utmost boon 
192,CHAPTER XV,1.0,5.0," When, in this world of manifested life, The undying Spirit, setting forth from Me, Taketh on form, it draweth to itself From Being's storehouse,--which containeth all,-- Senses and intellect. The Sovereign Soul Thus entering the flesh, or quitting it, Gathers these up, as the wind gathers scents, Blowing above the flower-beds. Ear and Eye, And Touch and Taste, and Smelling, these it takes,-- Yea, and a sentient mind;--linking itself To sense-things so.", when  in this world of manifested life  the undying spirit  setting forth from me  taketh on form  it draweth to itself from being s storehouse   which containeth all    senses and intellect  the sovereign soul thus entering the flesh  or quitting it  gathers these up  as the wind gathers scents  blowing above the flower beds  ear and eye  and touch and taste  and smelling  these it takes    yea  and a sentient mind   linking itself to sense things so 
193,CHAPTER XV,1.0,6.0," The unenlightened ones Mark not that Spirit when he goes or comes, Nor when he takes his pleasure in the form, Conjoined with qualities; but those see plain Who have the eyes to see. Holy souls see Which strive thereto. Enlightened, they perceive That Spirit in themselves; but foolish ones, Even though they strive, discern not, having hearts Unkindled, ill-informed!", the unenlightened ones mark not that spirit when he goes or comes  nor when he takes his pleasure in the form  conjoined with qualities  but those see plain who have the eyes to see  holy souls see which strive thereto  enlightened  they perceive that spirit in themselves  but foolish ones  even though they strive  discern not  having hearts unkindled  ill informed 
194,CHAPTER XV,1.0,7.0," Know, too, from Me Shineth the gathered glory of the suns Which lighten all the world: from Me the moons Draw silvery beams, and fire fierce loveliness. I penetrate the clay, and lend all shapes Their living force; I glide into the plant-- Root, leaf, and bloom--to make the woodlands green With springing sap. Becoming vital warmth, I glow in glad, respiring frames, and pass, With outward and with inward breath, to feed The body by all meats.", know  too  from me shineth the gathered glory of the suns which lighten all the world  from me the moons draw silvery beams  and fire fierce loveliness  i penetrate the clay  and lend all shapes their living force  i glide into the plant   root  leaf  and bloom  to make the woodlands green with springing sap  becoming vital warmth  i glow in glad  respiring frames  and pass  with outward and with inward breath  to feed the body by all meats 
195,CHAPTER XV,1.0,8.0," For in this world Being is twofold: the Divided, one; The Undivided, one. All things that live Are ""the Divided."" That which sits apart, ""The Undivided.""", for in this world being is twofold  the divided  one  the undivided  one  all things that live are  the divided   that which sits apart   the undivided  
196,CHAPTER XV,1.0,9.0," Higher still is He, The Highest, holding all, whose Name is LORD, The Eternal, Sovereign, First! Who fills all worlds, Sustaining them. And--dwelling thus beyond Divided Being and Undivided--I Am called of men and Vedas, Life Supreme, The PURUSHOTTAMA.", higher still is he  the highest  holding all  whose name is lord  the eternal  sovereign  first  who fills all worlds  sustaining them  and  dwelling thus beyond divided being and undivided  i am called of men and vedas  life supreme  the purushottama 
197,CHAPTER XV,1.0,1.0," Who knows Me thus, With mind unclouded, knoweth all, dear Prince! And with his whole soul ever worshippeth Me. Now is the sacred, secret Mystery Declared to thee! Who comprehendeth this Hath wisdom! He is quit of works in bliss!", who knows me thus  with mind unclouded  knoweth all  dear prince  and with his whole soul ever worshippeth me  now is the sacred  secret mystery declared to thee  who comprehendeth this hath wisdom  he is quit of works in bliss 
198,CHAPTER XVI,1.0,1.0," Krishna. Fearlessness, singleness of soul, the will Always to strive for wisdom; opened hand And governed appetites; and piety, And love of lonely study; humbleness, Uprightness, heed to injure nought which lives, Truthfulness, slowness unto wrath, a mind That lightly letteth go what others prize;", krishna  fearlessness  singleness of soul  the will always to strive for wisdom  opened hand and governed appetites  and piety  and love of lonely study  humbleness  uprightness  heed to injure nought which lives  truthfulness  slowness unto wrath  a mind that lightly letteth go what others prize 
199,CHAPTER XVI,1.0,2.0," And equanimity, and charity Which spieth no man's faults; and tenderness Towards all that suffer; a contented heart, Fluttered by no desires; a bearing mild, Modest, and grave, with manhood nobly mixed, With patience, fortitude, and purity;", and equanimity  and charity which spieth no man s faults  and tenderness towards all that suffer  a contented heart  fluttered by no desires  a bearing mild  modest  and grave  with manhood nobly mixed  with patience  fortitude  and purity 
200,CHAPTER XVI,1.0,3.0," An unrevengeful spirit, never given To rate itself too high;--such be the signs, O Indian Prince! of him whose feet are set On that fair path which leads to heavenly birth! Deceitfulness, and arrogance, and pride, Quickness to anger, harsh and evil speech, And ignorance, to its own darkness blind,-- These be the signs, My Prince! of him whose birth Is fated for the regions of the vile. The Heavenly Birth brings to deliverance, So should'st thou know! The birth with Asuras Brings into bondage. Be thou joyous, Prince!", an unrevengeful spirit  never given to rate itself too high   such be the signs  o indian prince  of him whose feet are set on that fair path which leads to heavenly birth  deceitfulness  and arrogance  and pride  quickness to anger  harsh and evil speech  and ignorance  to its own darkness blind    these be the signs  my prince  of him whose birth is fated for the regions of the vile  the heavenly birth brings to deliverance  so should st thou know  the birth with asuras brings into bondage  be thou joyous  prince 
201,CHAPTER XVI,1.0,4.0," Whose lot is set apart for heavenly Birth. Two stamps there are marked on all living men, Divine and Undivine; I spake to thee By what marks thou shouldst know the Heavenly Man, Hear from me now of the Unheavenly!", whose lot is set apart for heavenly birth  two stamps there are marked on all living men  divine and undivine  i spake to thee by what marks thou shouldst know the heavenly man  hear from me now of the unheavenly 
202,CHAPTER XVI,1.0,5.0," They comprehend not, the Unheavenly, How Souls go forth from Me; nor how they come Back unto Me: nor is there Truth in these, Nor purity, nor rule of Life. ""This world Hath not a Law, nor Order, nor a Lord,"" So say they: ""nor hath risen up by Cause Following on Cause, in perfect purposing, But is none other than a House of Lust."" And, this thing thinking, all those ruined ones-- Of little wit, dark-minded--give themselves To evil deeds, the curses of their kind. Surrendered to desires insatiable, Full of deceitfulness, folly, and pride, In blindness cleaving to their errors, caught Into the sinful course, they trust this lie As it were true--this lie which leads to death-- Finding in Pleasure all the good which is, And crying ""Here it finisheth!""", they comprehend not  the unheavenly  how souls go forth from me  nor how they come back unto me  nor is there truth in these  nor purity  nor rule of life   this world hath not a law  nor order  nor a lord   so say they   nor hath risen up by cause following on cause  in perfect purposing  but is none other than a house of lust   and  this thing thinking  all those ruined ones   of little wit  dark minded  give themselves to evil deeds  the curses of their kind  surrendered to desires insatiable  full of deceitfulness  folly  and pride  in blindness cleaving to their errors  caught into the sinful course  they trust this lie as it were true  this lie which leads to death   finding in pleasure all the good which is  and crying  here it finisheth  
203,CHAPTER XVI,1.0,6.0," Ensnared In nooses of a hundred idle hopes, Slaves to their passion and their wrath, they buy Wealth with base deeds, to glut hot appetites; ""Thus much, to-day,"" they say, ""we gained! thereby Such and such wish of heart shall have its fill; And this is ours! and th' other shall be ours!", ensnared in nooses of a hundred idle hopes  slaves to their passion and their wrath  they buy wealth with base deeds  to glut hot appetites   thus much  to day   they say   we gained  thereby such and such wish of heart shall have its fill  and this is ours  and th  other shall be ours 
204,CHAPTER XVI,1.0,7.0," To-day we slew a foe, and we will slay Our other enemy to-morrow! Look! Are we not lords? Make we not goodly cheer? Is not our fortune famous, brave, and great? Rich are we, proudly born! What other men Live like to us? Kill, then, for sacrifice!", to day we slew a foe  and we will slay our other enemy to morrow  look  are we not lords  make we not goodly cheer  is not our fortune famous  brave  and great  rich are we  proudly born  what other men live like to us  kill  then  for sacrifice 
205,CHAPTER XVI,1.0,8.0," Cast largesse, and be merry!"" So they speak Darkened by ignorance; and so they fall-- Tossed to and fro with projects, tricked, and bound In net of black delusion, lost in lusts-- Down to foul Naraka. Conceited, fond, Stubborn and proud, dead-drunken with the wine Of wealth, and reckless, all their offerings Have but a show of reverence, being not made In piety of ancient faith. Thus vowed To self-hood, force, insolence, feasting, wrath, These My blasphemers, in the forms they wear And in the forms they breed, my foemen are, Hateful and hating; cruel, evil, vile, Lowest and least of men, whom I cast down Again, and yet again, at end of lives, Into some devilish womb, whence--birth by birth-- The devilish wombs re-spawn them, all beguiled; And, till they find and worship Me, sweet Prince!", cast largesse  and be merry   so they speak darkened by ignorance  and so they fall   tossed to and fro with projects  tricked  and bound in net of black delusion  lost in lusts   down to foul naraka  conceited  fond  stubborn and proud  dead drunken with the wine of wealth  and reckless  all their offerings have but a show of reverence  being not made in piety of ancient faith  thus vowed to self hood  force  insolence  feasting  wrath  these my blasphemers  in the forms they wear and in the forms they breed  my foemen are  hateful and hating  cruel  evil  vile  lowest and least of men  whom i cast down again  and yet again  at end of lives  into some devilish womb  whence  birth by birth   the devilish wombs re spawn them  all beguiled  and  till they find and worship me  sweet prince 
206,CHAPTER XVI,1.0,9.0," Tread they that Nether Road. The Doors of Hell Are threefold, whereby men to ruin pass,-- The door of Lust, the door of Wrath, the door Of Avarice. Let a man shun those three! He who shall turn aside from entering All those three gates of Narak, wendeth straight To find his peace, and comes to Swarga's gate.", tread they that nether road  the doors of hell are threefold  whereby men to ruin pass    the door of lust  the door of wrath  the door of avarice  let a man shun those three  he who shall turn aside from entering all those three gates of narak  wendeth straight to find his peace  and comes to swarga s gate 
207,CHAPTER XVII,1.0,1.0," Arjuna. If men forsake the holy ordinance, Heedless of Shastras, yet keep faith at heart And worship, what shall be the state of those, Great Krishna! Sattwan, Rajas, Tamas? Say!", arjuna  if men forsake the holy ordinance  heedless of shastras  yet keep faith at heart and worship  what shall be the state of those  great krishna  sattwan  rajas  tamas  say 
208,CHAPTER XVII,1.0,2.0," Krishna. Threefold the faith is of mankind and springs From those three qualities,--becoming ""true,"" Or ""passion-stained,"" or ""dark,"" as thou shalt hear! The faith of each believer, Indian Prince!", krishna  threefold the faith is of mankind and springs from those three qualities   becoming  true   or  passion stained   or  dark   as thou shalt hear  the faith of each believer  indian prince 
209,CHAPTER XVII,1.0,3.0," Conforms itself to what he truly is. Where thou shalt see a worshipper, that one To what he worships lives assimilate,[Such as the shrine, so is the votary,] The ""soothfast"" souls adore true gods; the souls Obeying Rajas worship Rakshasas Or Yakshas; and the men of Darkness pray To Pretas and to Bhutas. Yea, and those Who practise bitter penance, not enjoined By rightful rule--penance which hath its root In self-sufficient, proud hypocrisies-- Those men, passion-beset, violent, wild, Torturing--the witless ones--My elements Shut in fair company within their flesh, (Nay, Me myself, present within the flesh!)", conforms itself to what he truly is  where thou shalt see a worshipper  that one to what he worships lives assimilate  such as the shrine  so is the votary   the  soothfast  souls adore true gods  the souls obeying rajas worship rakshasas or yakshas  and the men of darkness pray to pretas and to bhutas  yea  and those who practise bitter penance  not enjoined by rightful rule  penance which hath its root in self sufficient  proud hypocrisies   those men  passion beset  violent  wild  torturing  the witless ones  my elements shut in fair company within their flesh   nay  me myself  present within the flesh  
210,CHAPTER XVII,1.0,4.0," Know them to devils devoted, not to Heaven! For like as foods are threefold for mankind In nourishing, so is there threefold way Of worship, abstinence, and almsgiving!", know them to devils devoted  not to heaven  for like as foods are threefold for mankind in nourishing  so is there threefold way of worship  abstinence  and almsgiving 
211,CHAPTER XVII,1.0,5.0," Hear this of Me! there is a food which brings Force, substance, strength, and health, and joy to live, Being well-seasoned, cordial, comforting, The ""Soothfast"" meat. And there be foods which bring Aches and unrests, and burning blood, and grief, Being too biting, heating, salt, and sharp, And therefore craved by too strong appetite.", hear this of me  there is a food which brings force  substance  strength  and health  and joy to live  being well seasoned  cordial  comforting  the  soothfast  meat  and there be foods which bring aches and unrests  and burning blood  and grief  being too biting  heating  salt  and sharp  and therefore craved by too strong appetite 
212,CHAPTER XVII,1.0,6.0," And there is foul food--kept from over-night, Savourless, filthy, which the foul will eat, A feast of rottenness, meet for the lips Of such as love the ""Darkness.""", and there is foul food  kept from over night  savourless  filthy  which the foul will eat  a feast of rottenness  meet for the lips of such as love the  darkness  
213,CHAPTER XVII,1.0,7.0," Thus with rites;-- A sacrifice not for rewardment made, Offered in rightful wise, when he who vows Sayeth, with heart devout, ""This I should do!"" Is ""Soothfast"" rite. But sacrifice for gain, Offered for good repute, be sure that this, O Best of Bharatas! is Rajas-rite, With stamp of ""passion."" And a sacrifice Offered against the laws, with no due dole Of food-giving, with no accompaniment Of hallowed hymn, nor largesse to the priests, In faithless celebration, call it vile, The deed of ""Darkness!""--lost!", thus with rites    a sacrifice not for rewardment made  offered in rightful wise  when he who vows sayeth  with heart devout   this i should do   is  soothfast  rite  but sacrifice for gain  offered for good repute  be sure that this  o best of bharatas  is rajas rite  with stamp of  passion   and a sacrifice offered against the laws  with no due dole of food giving  with no accompaniment of hallowed hymn  nor largesse to the priests  in faithless celebration  call it vile  the deed of  darkness    lost 
214,CHAPTER XVII,1.0,8.0," Worship of gods Meriting worship; lowly reverence Of Twice-borns, Teachers, Elders; Purity, Rectitude, and the Brahmacharya's vow, And not to injure any helpless thing,-- ", worship of gods meriting worship  lowly reverence of twice borns  teachers  elders  purity  rectitude  and the brahmacharya s vow  and not to injure any helpless thing    
215,CHAPTER XVII,1.0,9.0," These make a true religiousness of Act. Words causing no man woe, words ever true, Gentle and pleasing words, and those ye say In murmured reading of a Sacred Writ,-- These make the true religiousness of Speech. Serenity of soul, benignity, Sway of the silent Spirit, constant stress To sanctify the Nature,--these things make Good rite, and true religiousness of Mind.", these make a true religiousness of act  words causing no man woe  words ever true  gentle and pleasing words  and those ye say in murmured reading of a sacred writ    these make the true religiousness of speech  serenity of soul  benignity  sway of the silent spirit  constant stress to sanctify the nature   these things make good rite  and true religiousness of mind 
216,CHAPTER XVII,1.0,10.0," Such threefold faith, in highest piety Kept, with no hope of gain, by hearts devote, Is perfect work of Sattwan, true belief. Religion shown in act of proud display To win good entertainment, worship, fame, Such--say I--is of Rajas, rash and vain.", such threefold faith  in highest piety kept  with no hope of gain  by hearts devote  is perfect work of sattwan  true belief  religion shown in act of proud display to win good entertainment  worship  fame  such  say i  is of rajas  rash and vain 
217,CHAPTER XVII,1.0,11.0," Religion followed by a witless will To torture self, or come at power to hurt Another,--'tis of Tamas, dark and ill. The gift lovingly given, when one shall say ""Now must I gladly give!"" when he who takes Can render nothing back; made in due place, Due time, and to a meet recipient, Is gift of Sattwan, fair and profitable.", religion followed by a witless will to torture self  or come at power to hurt another    tis of tamas  dark and ill  the gift lovingly given  when one shall say  now must i gladly give   when he who takes can render nothing back  made in due place  due time  and to a meet recipient  is gift of sattwan  fair and profitable 
218,CHAPTER XVII,1.0,12.0," The gift selfishly given, where to receive Is hoped again, or when some end is sought, Or where the gift is proffered with a grudge, This is of Rajas, stained with impulse, ill. The gift churlishly flung, at evil time, In wrongful place, to base recipient, Made in disdain or harsh unkindliness, Is gift of Tamas, dark; it doth not bless!", the gift selfishly given  where to receive is hoped again  or when some end is sought  or where the gift is proffered with a grudge  this is of rajas  stained with impulse  ill  the gift churlishly flung  at evil time  in wrongful place  to base recipient  made in disdain or harsh unkindliness  is gift of tamas  dark  it doth not bless 
219,CHAPTER XVIII,1.0,1.0," Arjuna. Fain would I better know, Thou Glorious One! The very truth- Heart's Lord!--of Sannyas, Abstention; and enunciation, Lord! Tyaga; and what separates these twain!", arjuna  fain would i better know  thou glorious one  the very truth  heart s lord   of sannyas  abstention  and enunciation  lord  tyaga  and what separates these twain 
220,CHAPTER XVIII,1.0,2.0, Krishna. The poets rightly teach that Sannyas Is the foregoing of all acts which spring Out of desire; and their wisest say Tyaga is renouncing fruit of acts., krishna  the poets rightly teach that sannyas is the foregoing of all acts which spring out of desire  and their wisest say tyaga is renouncing fruit of acts 
221,CHAPTER XVIII,1.0,3.0," There be among the saints some who have held All action sinful, and to be renounced; And some who answer, ""Nay! the goodly acts-- As worship, penance, alms--must be performed!"" Hear now My sentence, Best of Bharatas! 'Tis well set forth, O Chaser of thy Foes! Renunciation is of threefold form, And Worship, Penance, Alms, not to be stayed;", there be among the saints some who have held all action sinful  and to be renounced  and some who answer   nay  the goodly acts   as worship  penance  alms  must be performed   hear now my sentence  best of bharatas   tis well set forth  o chaser of thy foes  renunciation is of threefold form  and worship  penance  alms  not to be stayed 
222,CHAPTER XVIII,1.0,4.0," Nay, to be gladly done; for all those three Are purifying waters for true souls! Yet must be practised even those high works In yielding up attachment, and all fruit Produced by works. This is My judgment, Prince! This My insuperable and fixed decree!", nay  to be gladly done  for all those three are purifying waters for true souls  yet must be practised even those high works in yielding up attachment  and all fruit produced by works  this is my judgment  prince  this my insuperable and fixed decree 
223,CHAPTER XVIII,1.0,5.0," Abstaining from a work by right prescribed Never is meet! So to abstain doth spring From ""Darkness,"" and Delusion teacheth it. Abstaining from a work grievous to flesh, When one saith ""'Tis unpleasing!"" this is null! Such an one acts from ""passion;"" nought of gain Wins his Renunciation! But, Arjun!", abstaining from a work by right prescribed never is meet  so to abstain doth spring from  darkness   and delusion teacheth it  abstaining from a work grievous to flesh  when one saith   tis unpleasing   this is null  such an one acts from  passion   nought of gain wins his renunciation  but  arjun 
224,CHAPTER XVIII,1.0,6.0," Abstaining from attachment to the work, Abstaining from rewardment in the work, While yet one doeth it full faithfully, Saying, ""Tis right to do!"" that is ""true "" act And abstinence! Who doeth duties so, Unvexed if his work fail, if it succeed Unflattered, in his own heart justified, Quit of debates and doubts, his is ""true"" act:", abstaining from attachment to the work  abstaining from rewardment in the work  while yet one doeth it full faithfully  saying   tis right to do   that is  true   act and abstinence  who doeth duties so  unvexed if his work fail  if it succeed unflattered  in his own heart justified  quit of debates and doubts  his is  true  act 
225,CHAPTER XVIII,1.0,7.0," For, being in the body, none may stand Wholly aloof from act; yet, who abstains From profit of his acts is abstinent. The fruit of labours, in the lives to come, Is threefold for all men,--Desirable, And Undesirable, and mixed of both; But no fruit is at all where no work was. Hear from me, Long-armed Lord! the makings five Which go to every act, in Sankhya taught As necessary. First the force; and then The agent; next, the various instruments;", for  being in the body  none may stand wholly aloof from act  yet  who abstains from profit of his acts is abstinent  the fruit of labours  in the lives to come  is threefold for all men   desirable  and undesirable  and mixed of both  but no fruit is at all where no work was  hear from me  long armed lord  the makings five which go to every act  in sankhya taught as necessary  first the force  and then the agent  next  the various instruments 
226,CHAPTER XVIII,1.0,8.0," Fourth, the especial effort; fifth, the God. What work soever any mortal doth Of body, mind, or speech, evil or good, By these five doth he that. Which being thus, Whoso, for lack of knowledge, seeth himself As the sole actor, knoweth nought at all And seeth nought. Therefore, I say, if one-- Holding aloof from self--with unstained mind Should slay all yonder host, being bid to slay, He doth not slay; he is not bound thereby!", fourth  the especial effort  fifth  the god  what work soever any mortal doth of body  mind  or speech  evil or good  by these five doth he that  which being thus  whoso  for lack of knowledge  seeth himself as the sole actor  knoweth nought at all and seeth nought  therefore  i say  if one   holding aloof from self  with unstained mind should slay all yonder host  being bid to slay  he doth not slay  he is not bound thereby 
227,CHAPTER XVIII,1.0,9.0," Knowledge, the thing known, and the mind which knows, These make the threefold starting-ground of act. The act, the actor, and the instrument, These make the threefold total of the deed.", knowledge  the thing known  and the mind which knows  these make the threefold starting ground of act  the act  the actor  and the instrument  these make the threefold total of the deed 
228,CHAPTER XVIII,1.0,10.0," But knowledge, agent, act, are differenced By three dividing qualities. Hear now Which be the qualities dividing them. There is ""true"" Knowledge. Learn thou it is this: To see one changeless Life in all the Lives, And in the Separate, One Inseparable.", but knowledge  agent  act  are differenced by three dividing qualities  hear now which be the qualities dividing them  there is  true  knowledge  learn thou it is this  to see one changeless life in all the lives  and in the separate  one inseparable 
229,CHAPTER XVIII,1.0,11.0," There is imperfect Knowledge: that which sees The separate existences apart, And, being separated, holds them real. There is false Knowledge: that which blindly clings To one as if 'twere all, seeking no Cause, Deprived of light, narrow, and dull, and ""dark.""", there is imperfect knowledge  that which sees the separate existences apart  and  being separated  holds them real  there is false knowledge  that which blindly clings to one as if  twere all  seeking no cause  deprived of light  narrow  and dull  and  dark  
230,CHAPTER XVIII,1.0,12.0," There is ""right"" Action: that which being enjoined-- Is wrought without attachment, passionlessly, For duty, not for love, nor hate, nor gain. There is ""vain"" Action: that which men pursue Aching to satisfy desires, impelled By sense of self, with all-absorbing stress:", there is  right  action  that which being enjoined   is wrought without attachment  passionlessly  for duty  not for love  nor hate  nor gain  there is  vain  action  that which men pursue aching to satisfy desires  impelled by sense of self  with all absorbing stress 
231,CHAPTER XVIII,1.0,13.0," This is of Rajas--passionate and vain. There is ""dark"" Action: when one doth a thing Heedless of issues, heedless of the hurt Or wrong for others, heedless if he harm His own soul--'tis of Tamas, black and bad! There is the ""rightful""doer. He who acts Free from self-seeking, humble, resolute, Steadfast, in good or evil hap the same, Content to do aright-he ""truly"" acts.", this is of rajas  passionate and vain  there is  dark  action  when one doth a thing heedless of issues  heedless of the hurt or wrong for others  heedless if he harm his own soul   tis of tamas  black and bad  there is the  rightful doer  he who acts free from self seeking  humble  resolute  steadfast  in good or evil hap the same  content to do aright he  truly  acts 
232,CHAPTER XVIII,1.0,14.0," There is th' ""impassioned"" doer. He that works From impulse, seeking profit, rude and bold To overcome, unchastened; slave by turns Of sorrow and of joy: of Rajas he! And there be evil doers; loose of heart, Low-minded, stubborn, fraudulent, remiss, Dull, slow, despondent--children of the ""dark.""", there is th   impassioned  doer  he that works from impulse  seeking profit  rude and bold to overcome  unchastened  slave by turns of sorrow and of joy  of rajas he  and there be evil doers  loose of heart  low minded  stubborn  fraudulent  remiss  dull  slow  despondent  children of the  dark  
233,CHAPTER XVIII,1.0,15.0," Hear, too, of Intellect and Steadfastness The threefold separation, Conqueror-Prince! How these are set apart by Qualities. Good is the Intellect which comprehends The coming forth and going back of life, What must be done, and what must not be done, What should be feared, and what should not be feared, What binds and what emancipates the soul:", hear  too  of intellect and steadfastness the threefold separation  conqueror prince  how these are set apart by qualities  good is the intellect which comprehends the coming forth and going back of life  what must be done  and what must not be done  what should be feared  and what should not be feared  what binds and what emancipates the soul 
234,CHAPTER XVIII,1.0,16.0," That is of Sattwan, Prince! of ""soothfastness."" Marred is the Intellect which, knowing right And knowing wrong, and what is well to do And what must not be done, yet understands Nought with firm mind, nor as the calm truth is: This is of Rajas, Prince! and ""passionate!""", that is of sattwan  prince  of  soothfastness   marred is the intellect which  knowing right and knowing wrong  and what is well to do and what must not be done  yet understands nought with firm mind  nor as the calm truth is  this is of rajas  prince  and  passionate  
235,CHAPTER XVIII,1.0,17.0," Evil is Intellect which, wrapped in gloom, Looks upon wrong as right, and sees all things Contrariwise of Truth. O Pritha's Son! That is of Tamas, ""dark"" and desperate! Good is the steadfastness whereby a man Masters his beats of heart, his very breath Of life, the action of his senses; fixed In never-shaken faith and piety:", evil is intellect which  wrapped in gloom  looks upon wrong as right  and sees all things contrariwise of truth  o pritha s son  that is of tamas   dark  and desperate  good is the steadfastness whereby a man masters his beats of heart  his very breath of life  the action of his senses  fixed in never shaken faith and piety 
236,CHAPTER XVIII,1.0,18.0," That is of Sattwan, Prince! ""soothfast"" and fair! Stained is the steadfastness whereby a man Holds to his duty, purpose, effort, end, For life's sake, and the love of goods to gain, Arjuna! 'tis of Rajas, passion-stamped! Sad is the steadfastness wherewith the fool Cleaves to his sloth, his sorrow, and his fears, His folly and despair. This--Pritha's Son!-- Is born of Tamas, ""dark"" and miserable! Hear further, Chief of Bharatas! from Me The threefold kinds of Pleasure which there be.", that is of sattwan  prince   soothfast  and fair  stained is the steadfastness whereby a man holds to his duty  purpose  effort  end  for life s sake  and the love of goods to gain  arjuna   tis of rajas  passion stamped  sad is the steadfastness wherewith the fool cleaves to his sloth  his sorrow  and his fears  his folly and despair  this  pritha s son    is born of tamas   dark  and miserable  hear further  chief of bharatas  from me the threefold kinds of pleasure which there be 
